Filme,Realizador,Duração,Género,Ano lançamento,Rating
filme12416,realizador19,137 min,Horror Movies,1996,3
filme66533,realizador18,183 min,Dramas,1973,2
filme50754,realizador14,69 min,Movies,2006,5
filme34428,realizador19,104 min,Comedies,2018,5
filme68654,realizador15,125 min,Action & Adventure,1975,1
filme51790,realizador16,95 min,LGBTQ Movies,1988,1
filme115806,realizador3,227 min,Thrillers,2018,4
filme111342,realizador2,103 min,Sci-Fi & Fantasy,2011,4
filme40538,realizador1,84 min,Music & Musicals,1975,1
filme142934,realizador16,128 min,International Movies,2000,4
filme146036,realizador7,208 min,Stand-Up Comedy,1988,2
filme137771,realizador15,53 min,LGBTQ Movies,2009,1
filme120913,realizador5,133 min,Dramas,2010,5
filme50564,realizador18,59 min,Sports Movies,1960,2
filme138831,realizador8,169 min,Anime Features,1971,3
filme49696,realizador4,175 min,Horror Movies,1989,1
filme4107,realizador2,85 min,Anime Features,2012,1
filme85201,realizador15,43 min,Sci-Fi & Fantasy,1963,4
filme112465,realizador8,120 min,Thrillers,2001,5
filme145053,realizador8,231 min,Thrillers,2020,4
filme141871,realizador12,171 min,Documentaries,2003,2
filme87224,realizador17,94 min,Independent Movies,1984,2
filme145195,realizador3,135 min,International Movies,1961,2
filme53819,realizador3,176 min,Children & Family Movies,1992,1
filme8953,realizador1,104 min,Sports Movies,2010,4
filme37527,realizador1,181 min,Anime Features,2015,4
filme37914,realizador1,102 min,Cult Movies,1961,3
filme63560,realizador5,173 min,Thrillers,1974,1
filme24826,realizador16,215 min,Movies,2003,2
filme114935,realizador11,236 min,Dramas,1977,2
filme42191,realizador12,228 min,Classic Movies,2011,2
filme116866,realizador19,64 min,Documentaries,1991,4
filme67630,realizador15,62 min,Documentaries,1973,3
filme27043,realizador7,43 min,Horror Movies,1983,3
filme114765,realizador16,220 min,Action & Adventure,2023,2
filme81485,realizador7,183 min,Movies,1962,4
filme38842,realizador19,67 min,Music & Musicals,1980,1
filme148896,realizador2,142 min,Documentaries,1997,3
filme64106,realizador5,105 min,Sports Movies,2003,3
filme140868,realizador2,83 min,Sci-Fi & Fantasy,1994,2
filme55135,realizador7,94 min,Sports Movies,1996,5
filme84737,realizador18,169 min,Movies,2020,1
filme95614,realizador13,117 min,Children & Family Movies,2007,1
filme145022,realizador8,240 min,Sports Movies,2011,2
filme107301,realizador12,116 min,Classic Movies,1981,5
filme118019,realizador10,198 min,Classic Movies,2015,1
filme133632,realizador8,181 min,Stand-Up Comedy,2005,3
filme15600,realizador1,37 min,Classic Movies,2023,3
filme132192,realizador9,86 min,Dramas,1971,4
filme145579,realizador11,32 min,Thrillers,1987,2
filme68822,realizador12,139 min,Movies,1975,1
filme130718,realizador12,149 min,Thrillers,1971,3
filme105234,realizador15,55 min,Independent Movies,1994,2
filme53096,realizador15,88 min,Music & Musicals,1987,3
filme74062,realizador13,161 min,Comedies,1968,3
filme17955,realizador16,106 min,Documentaries,1996,3
filme92429,realizador10,93 min,Comedies,2023,4
filme51661,realizador2,47 min,Horror Movies,1977,3
filme101928,realizador2,197 min,Sports Movies,2002,4
filme39360,realizador6,97 min,Dramas,1988,1
filme86180,realizador10,70 min,Cult Movies,1979,1
filme36904,realizador19,77 min,Thrillers,1996,2
filme99870,realizador4,147 min,Documentaries,1993,1
filme137335,realizador16,89 min,Children & Family Movies,2003,1
filme17068,realizador13,57 min,Independent Movies,1963,3
filme33302,realizador13,51 min,Documentaries,2013,3
filme72353,realizador12,197 min,International Movies,1994,2
filme74893,realizador9,183 min,Stand-Up Comedy,1989,5
filme103481,realizador10,120 min,Thrillers,2019,1
filme41555,realizador2,211 min,International Movies,1997,5
filme70162,realizador6,221 min,Anime Features,2020,3
filme91137,realizador10,33 min,Action & Adventure,1976,2
filme34044,realizador2,51 min,LGBTQ Movies,1964,3
filme96993,realizador15,89 min,Documentaries,1994,2
filme95207,realizador19,154 min,Sci-Fi & Fantasy,1984,2
filme32484,realizador18,220 min,Anime Features,2013,2
filme29976,realizador4,215 min,Horror Movies,2009,1
filme66041,realizador15,122 min,Classic Movies,2013,3
filme31705,realizador8,203 min,Romantic Movies,1976,1
filme123772,realizador9,61 min,Music & Musicals,2002,2
filme21763,realizador5,231 min,International Movies,1978,2
filme82236,realizador10,60 min,Children & Family Movies,1993,5
filme71402,realizador9,180 min,Classic Movies,1993,5
filme5907,realizador7,102 min,Stand-Up Comedy,2023,5
filme57249,realizador14,141 min,Sci-Fi & Fantasy,1970,3
filme78534,realizador17,71 min,Independent Movies,1960,2
filme35562,realizador17,70 min,Movies,1980,5
filme123234,realizador8,123 min,Stand-Up Comedy,1981,1
filme105516,realizador14,189 min,Stand-Up Comedy,1991,5
filme130285,realizador15,138 min,Documentaries,1981,2
filme85420,realizador12,197 min,Horror Movies,1978,4
filme129960,realizador2,56 min,Dramas,1989,1
filme77046,realizador10,106 min,International Movies,1978,4
filme60206,realizador2,126 min,Thrillers,1998,1
filme50990,realizador7,190 min,Thrillers,2012,3
filme44771,realizador13,214 min,International Movies,2004,2
filme10484,realizador15,236 min,Dramas,2023,2
filme8042,realizador2,39 min,Independent Movies,1988,3
filme106300,realizador10,33 min,Movies,1991,1
filme80504,realizador10,100 min,Romantic Movies,1967,2
filme130539,realizador17,162 min,Sci-Fi & Fantasy,1967,3
filme53982,realizador16,210 min,Classic Movies,2011,4
filme21766,realizador18,224 min,International Movies,1995,3
filme72146,realizador4,174 min,Anime Features,2001,3
filme63026,realizador18,193 min,Anime Features,2022,1
filme121874,realizador13,85 min,Independent Movies,1992,4
filme47859,realizador1,199 min,Anime Features,2017,5
filme32722,realizador7,201 min,Action & Adventure,2020,4
filme44826,realizador13,110 min,Cult Movies,2022,3
filme40773,realizador15,42 min,Thrillers,1974,5
filme137874,realizador14,93 min,Independent Movies,1972,5
filme145295,realizador12,105 min,Movies,1998,1
filme143395,realizador9,39 min,Independent Movies,2007,1
filme118033,realizador17,175 min,Sci-Fi & Fantasy,1975,5
filme94194,realizador10,181 min,Horror Movies,1971,5
filme112016,realizador17,229 min,Children & Family Movies,1987,3
filme139932,realizador3,124 min,Sci-Fi & Fantasy,1979,2
filme128238,realizador16,186 min,Sci-Fi & Fantasy,2002,3
filme77294,realizador17,158 min,Classic Movies,2011,1
filme15412,realizador4,153 min,Children & Family Movies,1985,4
filme137568,realizador9,98 min,Action & Adventure,1963,2
filme16178,realizador7,135 min,Stand-Up Comedy,1994,3
filme101976,realizador3,163 min,Thrillers,1976,5
filme140394,realizador1,55 min,Sports Movies,1999,2
filme94093,realizador4,177 min,Sports Movies,1999,3
filme113777,realizador13,129 min,Horror Movies,1964,5
filme137833,realizador4,56 min,Movies,1966,5
filme87550,realizador15,156 min,Horror Movies,1996,1
filme37458,realizador7,198 min,Anime Features,1987,5
filme74607,realizador14,40 min,Documentaries,2007,5
filme13698,realizador16,142 min,Independent Movies,2020,3
filme143461,realizador16,45 min,LGBTQ Movies,2003,4
filme82769,realizador14,156 min,Anime Features,2012,1
filme139513,realizador19,60 min,Comedies,2017,1
filme78366,realizador10,117 min,Comedies,2010,4
filme118662,realizador8,153 min,Independent Movies,1999,4
filme119612,realizador8,218 min,Sports Movies,2009,5
filme39900,realizador17,65 min,Independent Movies,1969,5
filme106989,realizador17,138 min,Romantic Movies,2001,2
filme26659,realizador5,173 min,Children & Family Movies,2010,1
filme128251,realizador10,131 min,Children & Family Movies,1999,2
filme9099,realizador11,144 min,Sci-Fi & Fantasy,1967,5
filme116441,realizador9,30 min,LGBTQ Movies,1968,1
filme56429,realizador8,66 min,Sports Movies,1994,3
filme48,realizador17,168 min,LGBTQ Movies,1995,3
filme137032,realizador2,148 min,Romantic Movies,1979,2
filme38070,realizador9,216 min,Independent Movies,1987,3
filme125732,realizador10,43 min,LGBTQ Movies,2007,1
filme109611,realizador6,80 min,Children & Family Movies,2012,2
filme55821,realizador6,96 min,Horror Movies,2011,5
filme2484,realizador18,88 min,Music & Musicals,2011,3
filme46795,realizador15,224 min,Children & Family Movies,2001,2
filme126011,realizador5,174 min,International Movies,1985,3
filme101505,realizador5,91 min,Sci-Fi & Fantasy,1984,3
filme144771,realizador2,79 min,Independent Movies,1979,5
filme105240,realizador18,53 min,Documentaries,2010,1
filme63052,realizador13,210 min,Stand-Up Comedy,1965,3
filme61197,realizador9,222 min,Independent Movies,2007,4
filme131419,realizador6,150 min,Anime Features,1996,2
filme100871,realizador5,239 min,Romantic Movies,1997,1
filme53044,realizador12,69 min,Music & Musicals,2013,2
filme62657,realizador12,197 min,Classic Movies,1995,2
filme36926,realizador3,136 min,Dramas,1974,2
filme110780,realizador10,97 min,Documentaries,2019,3
filme135424,realizador9,236 min,Dramas,1996,4
filme27638,realizador11,220 min,Stand-Up Comedy,2008,5
filme3370,realizador5,153 min,Sci-Fi & Fantasy,2022,2
filme89869,realizador11,103 min,Stand-Up Comedy,1960,3
filme14120,realizador6,61 min,Music & Musicals,2011,4
filme93604,realizador19,120 min,Movies,1996,1
filme64817,realizador15,44 min,Independent Movies,1984,3
filme14352,realizador6,101 min,Music & Musicals,1999,5
filme111231,realizador12,180 min,Cult Movies,2019,2
filme50952,realizador2,41 min,Documentaries,2022,5
filme111306,realizador12,165 min,International Movies,2012,1
filme60163,realizador16,64 min,Movies,1962,5
filme139871,realizador4,124 min,Anime Features,1975,4
filme76938,realizador14,183 min,Romantic Movies,1997,2
filme19625,realizador6,238 min,Sports Movies,2007,1
filme55750,realizador6,80 min,Movies,1968,5
filme77980,realizador11,229 min,Comedies,2012,1
filme13009,realizador6,104 min,Stand-Up Comedy,2002,5
filme70609,realizador13,112 min,Comedies,2000,4
filme18013,realizador12,172 min,Dramas,1975,4
filme33981,realizador6,100 min,Stand-Up Comedy,2001,4
filme19966,realizador7,222 min,International Movies,2020,5
filme132974,realizador10,227 min,Independent Movies,2008,3
filme82393,realizador16,200 min,Romantic Movies,2003,1
filme136425,realizador17,86 min,Dramas,1998,1
filme26931,realizador4,76 min,Classic Movies,2021,2
filme135997,realizador17,84 min,Anime Features,2002,4
filme77887,realizador13,205 min,Independent Movies,1987,4
filme38386,realizador19,194 min,International Movies,1973,4
filme145177,realizador10,182 min,Sci-Fi & Fantasy,2005,5
filme24382,realizador8,83 min,Movies,1966,5
filme6841,realizador1,120 min,LGBTQ Movies,2019,1
filme95169,realizador2,60 min,Documentaries,1973,5
filme126875,realizador11,134 min,International Movies,1988,4
filme38363,realizador10,130 min,Anime Features,1962,4
filme109397,realizador18,232 min,Thrillers,1978,4
filme141583,realizador3,30 min,Movies,1990,3
filme96052,realizador12,95 min,Cult Movies,2021,2
filme24641,realizador18,225 min,Sports Movies,1990,4
filme5703,realizador19,125 min,Dramas,1999,3
filme26916,realizador17,33 min,Independent Movies,1999,2
filme50463,realizador2,155 min,Stand-Up Comedy,2003,2
filme114285,realizador14,82 min,Movies,1998,2
filme20953,realizador9,197 min,Stand-Up Comedy,2020,5
filme27940,realizador1,135 min,Independent Movies,1984,1
filme2449,realizador6,170 min,Thrillers,1994,1
filme95301,realizador4,55 min,Independent Movies,2020,5
filme63848,realizador5,99 min,Comedies,1989,1
filme145646,realizador17,239 min,Anime Features,1996,3
filme101207,realizador8,105 min,LGBTQ Movies,1970,4
filme117261,realizador3,187 min,Thrillers,2022,5
filme149389,realizador4,191 min,Comedies,2012,3
filme47764,realizador19,214 min,Comedies,1993,3
filme67946,realizador7,238 min,Romantic Movies,1997,5
filme48746,realizador13,106 min,Documentaries,1982,2
filme137247,realizador5,218 min,Cult Movies,2021,4
filme67027,realizador10,115 min,Children & Family Movies,1972,2
filme147847,realizador4,144 min,Independent Movies,1978,5
filme145599,realizador2,166 min,Stand-Up Comedy,1982,4
filme27100,realizador16,64 min,International Movies,1962,3
filme18882,realizador15,203 min,Thrillers,2004,1
filme43153,realizador8,154 min,LGBTQ Movies,1970,5
filme69389,realizador16,228 min,Independent Movies,1967,4
filme46732,realizador16,107 min,Dramas,2012,5
filme77990,realizador6,50 min,Documentaries,2020,4
filme72153,realizador7,85 min,Action & Adventure,2018,5
filme141474,realizador4,190 min,Comedies,1992,3
filme92614,realizador14,47 min,Cult Movies,2001,3
filme138353,realizador8,143 min,Documentaries,2015,1
filme28335,realizador12,129 min,Anime Features,1961,2
filme36327,realizador12,131 min,Stand-Up Comedy,1996,5
filme141209,realizador14,60 min,Movies,1995,4
filme68755,realizador15,85 min,Comedies,1994,1
filme145546,realizador19,175 min,LGBTQ Movies,1975,4
filme48807,realizador2,239 min,Classic Movies,1975,3
filme33888,realizador16,76 min,Classic Movies,1967,1
filme23414,realizador19,174 min,Independent Movies,1968,2
filme50659,realizador19,126 min,Action & Adventure,1970,5
filme1171,realizador8,49 min,Thrillers,2005,4
filme17894,realizador14,79 min,Sports Movies,1968,3
filme54832,realizador16,85 min,Documentaries,2008,3
filme26439,realizador18,96 min,Sci-Fi & Fantasy,2004,5
filme82311,realizador3,200 min,Dramas,1995,5
filme96501,realizador17,136 min,Anime Features,2015,3
filme99162,realizador5,39 min,LGBTQ Movies,1985,5
filme46614,realizador8,122 min,Documentaries,1982,5
filme4775,realizador2,215 min,Movies,1986,2
filme9853,realizador19,158 min,Stand-Up Comedy,1994,1
filme1770,realizador4,35 min,Comedies,2019,5
filme38055,realizador7,94 min,Sci-Fi & Fantasy,2005,5
filme33630,realizador19,214 min,Romantic Movies,1984,2
filme18132,realizador11,94 min,Action & Adventure,1969,3
filme36954,realizador18,140 min,Music & Musicals,2005,4
filme34194,realizador18,229 min,Anime Features,1970,3
filme86631,realizador4,67 min,Independent Movies,2012,5
filme3878,realizador4,135 min,Romantic Movies,2006,4
filme126722,realizador6,76 min,Comedies,2003,1
filme23957,realizador4,32 min,LGBTQ Movies,1989,5
filme5263,realizador3,213 min,Children & Family Movies,1974,2
filme110024,realizador7,227 min,Thrillers,2013,4
filme37343,realizador12,188 min,Action & Adventure,1985,1
filme16785,realizador9,58 min,Sports Movies,2012,2
filme98433,realizador17,125 min,LGBTQ Movies,2014,3
filme875,realizador11,106 min,Comedies,1973,1
filme82845,realizador15,209 min,Romantic Movies,2014,2
filme78687,realizador7,38 min,Documentaries,2004,1
filme30550,realizador3,160 min,Music & Musicals,2003,1
filme35572,realizador5,113 min,Dramas,1991,4
filme87326,realizador9,203 min,Stand-Up Comedy,1983,3
filme10772,realizador1,44 min,Sports Movies,2002,3
filme122217,realizador14,238 min,Independent Movies,2003,3
filme110000,realizador10,155 min,LGBTQ Movies,2010,4
filme56016,realizador18,143 min,Stand-Up Comedy,1991,3
filme43978,realizador19,221 min,Movies,1999,5
filme21574,realizador4,91 min,Horror Movies,1971,3
filme144194,realizador3,192 min,Classic Movies,1996,5
filme128921,realizador19,67 min,Classic Movies,2017,3
filme42077,realizador1,193 min,Music & Musicals,2021,2
filme72182,realizador10,173 min,Anime Features,2013,2
filme98610,realizador9,192 min,Stand-Up Comedy,2017,3
filme16318,realizador7,94 min,International Movies,1991,3
filme122575,realizador15,88 min,Thrillers,2010,5
filme1725,realizador16,103 min,Music & Musicals,1977,2
filme1334,realizador9,171 min,Sci-Fi & Fantasy,1966,1
filme117908,realizador1,161 min,Independent Movies,1995,2
filme118534,realizador4,133 min,Sci-Fi & Fantasy,1977,1
filme18720,realizador3,232 min,International Movies,1968,2
filme1743,realizador11,150 min,Horror Movies,1981,4
filme11468,realizador3,211 min,Sports Movies,2000,2
filme78726,realizador11,170 min,Classic Movies,1987,3
filme127092,realizador5,64 min,Horror Movies,2000,3
filme37493,realizador11,77 min,Comedies,1980,4
filme49028,realizador5,84 min,Children & Family Movies,2009,1
filme125009,realizador16,105 min,Cult Movies,1981,3
filme99120,realizador3,169 min,Thrillers,1963,2
filme134442,realizador13,67 min,Movies,1987,3
filme72363,realizador10,80 min,Stand-Up Comedy,1984,3
filme114230,realizador8,118 min,Children & Family Movies,1978,1
filme129208,realizador16,196 min,Anime Features,1976,2
filme16815,realizador19,91 min,Dramas,1975,5
filme5746,realizador18,143 min,Documentaries,2015,3
filme139520,realizador19,228 min,Dramas,2003,1
filme147772,realizador13,84 min,Movies,1991,4
filme129417,realizador2,188 min,Movies,1986,1
filme25780,realizador17,86 min,Children & Family Movies,1999,5
filme45646,realizador17,118 min,Comedies,2011,3
filme149629,realizador17,123 min,Children & Family Movies,2001,1
filme40900,realizador14,219 min,Movies,1963,1
filme121121,realizador15,179 min,Dramas,1972,4
filme65908,realizador10,176 min,Romantic Movies,1993,2
filme6526,realizador9,155 min,LGBTQ Movies,1965,5
filme3983,realizador11,41 min,Dramas,1992,3
filme70416,realizador9,229 min,LGBTQ Movies,1997,3
filme13846,realizador1,92 min,Documentaries,1992,4
filme90047,realizador11,85 min,Comedies,1988,2
filme48096,realizador8,214 min,International Movies,2017,5
filme83233,realizador9,57 min,Dramas,1995,2
filme85809,realizador16,221 min,Classic Movies,1976,3
filme76155,realizador11,230 min,International Movies,1987,3
filme631,realizador15,154 min,Sports Movies,1993,3
filme72579,realizador19,48 min,Anime Features,2016,5
filme57445,realizador8,110 min,Thrillers,2003,4
filme75900,realizador14,225 min,Children & Family Movies,2011,1
filme117018,realizador17,208 min,Documentaries,2011,3
filme120447,realizador18,120 min,Cult Movies,1979,1
filme28172,realizador10,104 min,Cult Movies,1969,1
filme76190,realizador6,143 min,Documentaries,2021,1
filme106491,realizador16,87 min,Cult Movies,2013,3
filme71979,realizador17,91 min,Documentaries,2004,3
filme3424,realizador7,176 min,Movies,1995,5
filme61201,realizador17,159 min,Children & Family Movies,1962,3
filme14305,realizador10,239 min,Independent Movies,2017,1
filme83975,realizador8,198 min,LGBTQ Movies,2019,3
filme77476,realizador2,163 min,Children & Family Movies,1976,5
filme2203,realizador12,180 min,Stand-Up Comedy,1995,1
filme78959,realizador12,81 min,Sci-Fi & Fantasy,1986,5
filme19423,realizador17,100 min,Cult Movies,1984,3
filme124599,realizador5,147 min,Sci-Fi & Fantasy,1979,4
filme70639,realizador3,196 min,Anime Features,1965,3
filme51667,realizador5,113 min,Dramas,1970,3
filme123251,realizador10,87 min,Horror Movies,1967,4
filme122199,realizador6,226 min,Documentaries,1999,1
filme25653,realizador4,98 min,Classic Movies,1984,2
filme104302,realizador10,74 min,Classic Movies,2017,4
filme31331,realizador11,166 min,Documentaries,1972,1
filme84267,realizador18,236 min,Sports Movies,2011,4
filme116030,realizador19,130 min,Sci-Fi & Fantasy,2011,5
filme95590,realizador12,170 min,Action & Adventure,2000,2
filme89644,realizador3,62 min,Action & Adventure,2017,1
filme37168,realizador2,194 min,Comedies,2014,4
filme18316,realizador12,147 min,Action & Adventure,1989,1
filme145641,realizador12,116 min,Classic Movies,2013,2
filme126921,realizador4,159 min,Horror Movies,1971,5
filme87808,realizador6,96 min,Cult Movies,1990,3
filme112787,realizador17,70 min,Music & Musicals,1992,3
filme138187,realizador9,104 min,Dramas,1988,2
filme81425,realizador11,49 min,Romantic Movies,2006,2
filme19691,realizador5,127 min,Movies,1984,4
filme14493,realizador9,237 min,Sci-Fi & Fantasy,1993,5
filme94272,realizador19,198 min,Cult Movies,2009,1
filme75630,realizador5,127 min,International Movies,1973,5
filme129154,realizador1,200 min,Cult Movies,2020,2
filme34111,realizador13,136 min,Thrillers,1979,5
filme72948,realizador18,217 min,Classic Movies,1965,4
filme1513,realizador17,169 min,Romantic Movies,1995,3
filme74241,realizador15,77 min,Documentaries,2013,2
filme51202,realizador14,99 min,Children & Family Movies,2018,2
filme147040,realizador14,214 min,Comedies,2010,1
filme55796,realizador8,228 min,Documentaries,1989,2
filme12506,realizador8,116 min,Movies,2022,2
filme61086,realizador7,227 min,Independent Movies,2010,3
filme91959,realizador16,185 min,Romantic Movies,1971,5
filme96716,realizador9,232 min,Cult Movies,1975,3
filme13689,realizador1,56 min,Thrillers,2018,5
filme70954,realizador5,114 min,International Movies,1963,5
filme118859,realizador19,46 min,Comedies,2001,5
filme126462,realizador13,224 min,Sci-Fi & Fantasy,1960,4
filme80749,realizador18,64 min,Dramas,2000,3
filme88367,realizador16,210 min,Stand-Up Comedy,1978,5
filme13926,realizador9,158 min,Horror Movies,2009,2
filme21595,realizador1,161 min,Cult Movies,2017,3
filme123021,realizador11,50 min,Romantic Movies,2017,1
filme135903,realizador4,183 min,Children & Family Movies,1976,5
filme122494,realizador19,93 min,Documentaries,2021,5
filme72688,realizador11,44 min,Music & Musicals,1973,1
filme132214,realizador2,59 min,Children & Family Movies,1989,1
filme73895,realizador7,226 min,Documentaries,1980,2
filme148075,realizador12,224 min,Music & Musicals,2013,4
filme97211,realizador7,222 min,Independent Movies,1992,4
filme62952,realizador19,196 min,Horror Movies,2022,5
filme50423,realizador3,86 min,Children & Family Movies,2022,2
filme64427,realizador11,204 min,Cult Movies,2009,4
filme46118,realizador2,210 min,Sports Movies,1999,1
filme125605,realizador10,81 min,LGBTQ Movies,1982,1
filme143766,realizador8,170 min,Children & Family Movies,1973,4
filme138935,realizador8,113 min,International Movies,1983,1
filme133213,realizador18,108 min,Classic Movies,1988,4
filme3528,realizador6,175 min,Sports Movies,1977,5
filme37665,realizador5,38 min,Sports Movies,1980,2
filme78877,realizador17,71 min,Cult Movies,1988,4
filme37088,realizador5,120 min,Children & Family Movies,1969,4
filme100814,realizador8,112 min,Cult Movies,2021,5
filme131723,realizador19,87 min,Cult Movies,2021,3
filme149305,realizador7,75 min,Dramas,1964,2
filme45912,realizador14,126 min,Sports Movies,1994,5
filme108685,realizador3,195 min,LGBTQ Movies,2023,4
filme109179,realizador3,126 min,Sci-Fi & Fantasy,2018,2
filme49704,realizador9,219 min,Classic Movies,1973,4
filme118024,realizador14,56 min,Sports Movies,2011,2
filme1783,realizador3,168 min,Documentaries,1978,3
filme125620,realizador2,122 min,Independent Movies,2023,3
filme132607,realizador15,81 min,Sci-Fi & Fantasy,2006,1
filme36204,realizador3,217 min,Sports Movies,2010,3
filme72279,realizador16,163 min,Children & Family Movies,2012,1
filme86786,realizador1,233 min,Thrillers,1978,2
filme97229,realizador15,181 min,Sci-Fi & Fantasy,2000,3
filme56559,realizador5,173 min,Horror Movies,2009,4
filme80229,realizador2,63 min,Stand-Up Comedy,2018,3
filme59194,realizador1,97 min,Sci-Fi & Fantasy,2016,5
filme40486,realizador4,41 min,Cult Movies,1993,2
filme122177,realizador2,132 min,Anime Features,2005,1
filme96335,realizador5,196 min,Romantic Movies,2002,4
filme120230,realizador12,79 min,International Movies,1981,4
filme43067,realizador15,194 min,Children & Family Movies,1982,1
filme142060,realizador15,199 min,Romantic Movies,1992,2
filme16628,realizador4,153 min,Sci-Fi & Fantasy,1983,1
filme62765,realizador1,31 min,Cult Movies,2021,1
filme108473,realizador11,38 min,LGBTQ Movies,2006,3
filme109351,realizador2,139 min,Horror Movies,2023,3
filme143407,realizador1,154 min,Thrillers,2007,2
filme140973,realizador14,142 min,Sports Movies,1988,5
filme111976,realizador14,59 min,Horror Movies,2008,4
filme123734,realizador7,171 min,Documentaries,1964,1
filme89944,realizador13,233 min,Action & Adventure,1970,4
filme80577,realizador3,126 min,Documentaries,2017,5
filme112664,realizador9,81 min,LGBTQ Movies,2016,4
filme99110,realizador2,69 min,Cult Movies,2005,1
filme112307,realizador13,174 min,Cult Movies,1984,1
filme21072,realizador14,30 min,Dramas,1990,2
filme144113,realizador16,161 min,Music & Musicals,2008,3
filme66776,realizador6,201 min,Sports Movies,1961,3
filme142469,realizador14,55 min,Action & Adventure,1992,2
filme69714,realizador12,31 min,Music & Musicals,1982,3
filme64052,realizador13,215 min,Children & Family Movies,2016,3
filme38538,realizador1,34 min,Classic Movies,1990,3
filme115335,realizador5,46 min,Romantic Movies,1985,4
filme8233,realizador9,158 min,Sports Movies,1963,3
filme144598,realizador19,187 min,International Movies,2017,1
filme28355,realizador6,52 min,Music & Musicals,1969,3
filme85718,realizador2,40 min,Action & Adventure,1996,4
filme957,realizador7,228 min,Thrillers,1980,3
filme66420,realizador7,236 min,Cult Movies,1976,4
filme8257,realizador14,236 min,Documentaries,2004,5
filme126124,realizador18,112 min,Sci-Fi & Fantasy,1996,1
filme101427,realizador14,55 min,Sports Movies,2008,4
filme111448,realizador10,236 min,Independent Movies,1965,1
filme74401,realizador18,179 min,Music & Musicals,1977,1
filme100412,realizador6,240 min,Sports Movies,1966,3
filme65526,realizador5,92 min,Sports Movies,2020,5
filme65000,realizador5,230 min,Thrillers,1969,4
filme20718,realizador19,205 min,Sports Movies,1973,2
filme86129,realizador8,238 min,Romantic Movies,1992,1
filme41420,realizador7,236 min,Thrillers,2012,5
filme68409,realizador17,60 min,Music & Musicals,1989,1
filme115028,realizador5,213 min,Comedies,1968,4
filme125561,realizador11,122 min,Anime Features,2017,1
filme8793,realizador13,80 min,Classic Movies,2017,3
filme39542,realizador13,184 min,Action & Adventure,1984,3
filme148221,realizador14,48 min,Romantic Movies,1978,1
filme62394,realizador12,134 min,LGBTQ Movies,2013,2
filme65129,realizador5,41 min,Documentaries,2010,4
filme32111,realizador3,216 min,LGBTQ Movies,1970,4
filme44006,realizador12,158 min,Sports Movies,1969,3
filme113456,realizador3,141 min,Sci-Fi & Fantasy,1964,5
filme135244,realizador9,167 min,Classic Movies,1986,2
filme57557,realizador15,104 min,Anime Features,1968,1
filme92700,realizador8,189 min,Music & Musicals,2018,1
filme38379,realizador11,226 min,Thrillers,1999,5
filme74300,realizador16,105 min,Children & Family Movies,1976,2
filme42440,realizador3,76 min,Sci-Fi & Fantasy,1989,3
filme13398,realizador5,141 min,Music & Musicals,1995,5
filme145445,realizador12,239 min,Dramas,1970,2
filme46327,realizador13,186 min,Dramas,1989,1
filme4782,realizador12,116 min,Dramas,2016,2
filme52517,realizador14,96 min,LGBTQ Movies,1990,4
filme142054,realizador14,160 min,Children & Family Movies,2017,2
filme96987,realizador9,234 min,Stand-Up Comedy,1971,4
filme29236,realizador10,38 min,Cult Movies,1974,5
filme15059,realizador8,88 min,Romantic Movies,2001,4
filme22340,realizador13,94 min,Romantic Movies,2018,3
filme66073,realizador10,124 min,Independent Movies,2006,5
filme133987,realizador5,164 min,Comedies,1972,4
filme140653,realizador2,138 min,Documentaries,2014,2
filme3282,realizador8,112 min,Stand-Up Comedy,2006,4
filme131016,realizador16,38 min,LGBTQ Movies,1987,5
filme119406,realizador13,59 min,LGBTQ Movies,1961,2
filme49376,realizador1,52 min,Documentaries,1965,3
filme42177,realizador1,232 min,Children & Family Movies,1981,3
filme83780,realizador4,169 min,Comedies,2016,4
filme64672,realizador2,181 min,Dramas,1968,3
filme42845,realizador12,50 min,Horror Movies,1961,1
filme35406,realizador18,225 min,International Movies,1989,4
filme117779,realizador6,188 min,Horror Movies,1978,1
filme125476,realizador6,157 min,Cult Movies,1977,2
filme88999,realizador3,206 min,Comedies,2019,5
filme132537,realizador7,89 min,Cult Movies,1960,4
filme100793,realizador3,106 min,Classic Movies,2004,5
filme106094,realizador4,101 min,Sci-Fi & Fantasy,2002,4
filme65155,realizador19,167 min,LGBTQ Movies,2010,1
filme1354,realizador10,95 min,Documentaries,1993,2
filme65086,realizador1,203 min,Children & Family Movies,2022,4
filme118928,realizador13,104 min,Dramas,1973,1
filme11725,realizador18,236 min,Sci-Fi & Fantasy,1989,1
filme111950,realizador5,122 min,LGBTQ Movies,2020,3
filme77849,realizador7,162 min,Independent Movies,1981,5
filme97590,realizador10,59 min,Documentaries,1984,5
filme84356,realizador4,126 min,Children & Family Movies,2019,2
filme71564,realizador19,97 min,Classic Movies,1979,2
filme128250,realizador10,161 min,Stand-Up Comedy,1975,2
filme15998,realizador1,207 min,Action & Adventure,1988,4
filme68663,realizador17,215 min,Children & Family Movies,1975,5
filme128702,realizador6,85 min,Documentaries,2004,5
filme75291,realizador15,154 min,Classic Movies,1972,1
filme10961,realizador1,134 min,Independent Movies,1963,3
filme4936,realizador13,34 min,Action & Adventure,2008,4
