Filme,Realizador,Duração,Género,Ano lançamento,Rating
filme8162,realizador15,95 min,Thrillers,1986,3
filme135426,realizador8,193 min,LGBTQ Movies,1997,2
filme42853,realizador10,45 min,Movies,1997,3
filme69515,realizador13,196 min,Children & Family Movies,2006,5
filme72079,realizador7,207 min,Independent Movies,1995,2
filme118773,realizador7,75 min,Anime Features,1979,1
filme108046,realizador1,132 min,Sci-Fi & Fantasy,1984,2
filme135057,realizador16,217 min,Anime Features,2011,1
filme135837,realizador18,64 min,Children & Family Movies,2023,2
filme81550,realizador6,234 min,International Movies,1975,5
filme60817,realizador11,50 min,Horror Movies,1990,2
filme143715,realizador5,164 min,Documentaries,2000,1
filme59782,realizador15,147 min,Music & Musicals,1992,4
filme49403,realizador17,164 min,Children & Family Movies,1982,3
filme24099,realizador13,103 min,Comedies,1986,1
filme133355,realizador11,145 min,Romantic Movies,1984,2
filme26791,realizador11,185 min,Children & Family Movies,1974,3
filme58844,realizador18,137 min,Dramas,1982,4
filme50049,realizador6,60 min,Romantic Movies,2005,1
filme19823,realizador1,195 min,Comedies,1991,5
filme62026,realizador15,189 min,Anime Features,1962,2
filme72314,realizador6,92 min,Music & Musicals,2012,4
filme32670,realizador6,112 min,Sci-Fi & Fantasy,2004,4
filme79497,realizador17,218 min,Thrillers,2011,3
filme23731,realizador3,44 min,Stand-Up Comedy,1991,3
filme48788,realizador9,102 min,Sci-Fi & Fantasy,2010,2
filme110749,realizador4,138 min,Thrillers,1999,3
filme24731,realizador9,84 min,Cult Movies,1968,3
filme38761,realizador7,33 min,Sports Movies,2002,4
filme79382,realizador18,188 min,Horror Movies,2016,5
filme127694,realizador8,100 min,Music & Musicals,2005,5
filme101311,realizador5,210 min,Children & Family Movies,1965,2
filme118487,realizador6,187 min,Stand-Up Comedy,2013,2
filme105500,realizador19,153 min,Cult Movies,1981,2
filme3929,realizador7,30 min,Thrillers,2002,4
filme13599,realizador15,224 min,Cult Movies,1986,4
filme122829,realizador14,120 min,Sports Movies,1979,5
filme95506,realizador9,221 min,Comedies,1979,5
filme48028,realizador9,43 min,International Movies,1975,1
filme77576,realizador6,189 min,Dramas,1979,3
filme40909,realizador11,112 min,Sci-Fi & Fantasy,1983,5
filme74836,realizador7,111 min,LGBTQ Movies,1966,5
filme142318,realizador6,226 min,Children & Family Movies,2001,4
filme59224,realizador14,210 min,Horror Movies,2021,2
filme1340,realizador5,30 min,Comedies,2023,1
filme44021,realizador15,101 min,Action & Adventure,1961,4
filme84854,realizador17,85 min,Horror Movies,1964,5
filme17778,realizador10,31 min,Sports Movies,1995,4
filme39942,realizador19,203 min,Horror Movies,1976,5
filme142983,realizador8,93 min,Dramas,1999,4
filme111242,realizador17,46 min,Cult Movies,1967,3
filme71841,realizador14,94 min,Anime Features,1969,3
filme3723,realizador11,60 min,Movies,2009,4
filme22165,realizador10,230 min,Music & Musicals,2018,3
filme75131,realizador3,94 min,Sci-Fi & Fantasy,2001,4
filme114226,realizador12,34 min,Children & Family Movies,1992,2
filme90837,realizador7,38 min,Horror Movies,2000,5
filme120840,realizador5,137 min,International Movies,1997,5
filme27874,realizador11,127 min,Anime Features,2017,1
filme105882,realizador5,48 min,Romantic Movies,1975,4
filme26310,realizador2,69 min,Documentaries,1991,3
filme64421,realizador3,165 min,Horror Movies,2002,3
filme689,realizador6,34 min,Documentaries,1963,2
filme77998,realizador13,65 min,Music & Musicals,2000,3
filme93491,realizador17,236 min,Action & Adventure,1980,3
filme31479,realizador5,166 min,Comedies,1988,5
filme104247,realizador15,129 min,Horror Movies,1966,4
filme86218,realizador11,85 min,Cult Movies,2000,2
filme82919,realizador15,61 min,Movies,1999,3
filme59350,realizador15,42 min,Thrillers,2020,5
filme38783,realizador10,38 min,Stand-Up Comedy,1984,5
filme131597,realizador2,171 min,Thrillers,1960,4
filme646,realizador8,119 min,Sci-Fi & Fantasy,1990,2
filme49973,realizador12,147 min,Independent Movies,2011,5
filme87690,realizador5,219 min,Sports Movies,2013,1
filme2305,realizador19,225 min,Classic Movies,1963,5
filme131887,realizador7,214 min,Horror Movies,1998,3
filme49711,realizador8,65 min,Sci-Fi & Fantasy,1976,4
filme11899,realizador17,56 min,Classic Movies,1998,3
filme137222,realizador4,127 min,Horror Movies,1991,3
filme141300,realizador10,148 min,Horror Movies,2005,2
filme88259,realizador14,111 min,Movies,2022,1
filme92508,realizador14,128 min,Independent Movies,2001,3
filme99748,realizador10,145 min,Anime Features,2017,2
filme42683,realizador18,143 min,Dramas,1977,2
filme81639,realizador6,65 min,Stand-Up Comedy,1989,5
filme24159,realizador16,143 min,Documentaries,1985,1
filme132343,realizador5,48 min,Music & Musicals,1977,5
filme48515,realizador5,182 min,Horror Movies,1994,4
filme104469,realizador1,165 min,Documentaries,2003,5
filme84554,realizador18,126 min,Children & Family Movies,1964,5
filme29146,realizador4,40 min,Horror Movies,2022,3
filme24471,realizador7,71 min,International Movies,2017,2
filme116168,realizador10,71 min,International Movies,1989,2
filme100780,realizador6,192 min,Children & Family Movies,1963,1
filme75755,realizador9,202 min,International Movies,2019,5
filme22953,realizador16,107 min,Sci-Fi & Fantasy,1991,1
filme58211,realizador13,180 min,International Movies,1965,2
filme95787,realizador11,34 min,Classic Movies,2010,4
filme53461,realizador1,214 min,Stand-Up Comedy,1997,4
filme124469,realizador8,91 min,Anime Features,2001,4
filme678,realizador16,236 min,International Movies,2016,4
filme137917,realizador11,134 min,Classic Movies,2022,5
filme130904,realizador19,49 min,Music & Musicals,1981,5
filme96100,realizador5,79 min,Comedies,2010,5
filme2792,realizador3,129 min,Stand-Up Comedy,2006,3
filme55294,realizador19,190 min,Movies,1998,4
filme145724,realizador17,99 min,Cult Movies,2005,2
filme130200,realizador6,43 min,LGBTQ Movies,2009,3
filme59433,realizador11,94 min,Anime Features,1988,3
filme105998,realizador5,183 min,Comedies,1990,3
filme130471,realizador10,205 min,Documentaries,2003,1
filme134075,realizador4,152 min,Romantic Movies,2017,2
filme49537,realizador16,49 min,Independent Movies,2020,2
filme98908,realizador18,69 min,Music & Musicals,2003,2
filme115303,realizador17,112 min,LGBTQ Movies,2006,2
filme93961,realizador17,135 min,Action & Adventure,1962,3
filme138785,realizador7,204 min,LGBTQ Movies,1994,4
filme27171,realizador14,178 min,Children & Family Movies,1983,5
filme148040,realizador12,44 min,Cult Movies,2002,5
filme1523,realizador4,147 min,Cult Movies,2011,1
filme145288,realizador19,199 min,Movies,1996,4
filme119084,realizador3,171 min,Independent Movies,1960,3
filme1942,realizador19,102 min,Documentaries,1985,4
filme46108,realizador1,62 min,Movies,1998,5
filme56583,realizador1,172 min,Movies,1976,4
filme28254,realizador12,45 min,Documentaries,2009,1
filme138960,realizador18,182 min,Horror Movies,2018,1
filme99319,realizador8,223 min,Sci-Fi & Fantasy,1962,4
filme102586,realizador12,217 min,Dramas,1980,5
filme49971,realizador19,128 min,Romantic Movies,2009,5
filme99347,realizador1,133 min,Documentaries,1994,3
filme25912,realizador3,34 min,Thrillers,2023,1
filme133709,realizador15,169 min,Horror Movies,2018,4
filme38190,realizador3,238 min,Documentaries,1994,2
filme132116,realizador1,223 min,Children & Family Movies,1998,5
filme55617,realizador5,215 min,Stand-Up Comedy,1966,5
filme65285,realizador17,92 min,Romantic Movies,1963,3
filme12094,realizador17,235 min,LGBTQ Movies,2022,3
filme135534,realizador10,88 min,Documentaries,1962,2
filme20372,realizador6,205 min,Dramas,1999,4
filme128479,realizador1,192 min,Independent Movies,1991,2
filme64156,realizador6,144 min,International Movies,2005,1
filme105869,realizador13,97 min,Sports Movies,1983,4
filme42579,realizador16,234 min,Children & Family Movies,1980,2
filme5312,realizador7,201 min,Independent Movies,1987,3
filme63545,realizador5,230 min,Thrillers,2018,1
filme96071,realizador14,95 min,International Movies,1999,2
filme94108,realizador5,53 min,Stand-Up Comedy,1964,4
filme63166,realizador9,165 min,Sports Movies,2018,2
filme49358,realizador9,217 min,Classic Movies,1975,4
filme29214,realizador19,39 min,Comedies,2015,2
filme129262,realizador1,68 min,Sci-Fi & Fantasy,1993,5
filme115641,realizador8,118 min,Music & Musicals,2013,1
filme71112,realizador9,128 min,Sports Movies,2023,4
filme13889,realizador4,51 min,LGBTQ Movies,1967,3
filme14503,realizador4,236 min,Sci-Fi & Fantasy,1964,3
filme63078,realizador18,204 min,Dramas,1983,2
filme57842,realizador10,89 min,Children & Family Movies,1971,4
filme33196,realizador14,135 min,Action & Adventure,1984,2
filme138411,realizador18,190 min,Independent Movies,2023,5
filme126074,realizador19,61 min,Thrillers,2002,1
filme34767,realizador15,79 min,Classic Movies,1965,4
filme73547,realizador10,185 min,Documentaries,1983,5
filme46093,realizador19,70 min,Action & Adventure,1998,5
filme31830,realizador15,154 min,Thrillers,2011,4
filme28811,realizador15,50 min,Independent Movies,1978,3
filme24552,realizador19,50 min,Comedies,1995,5
filme34746,realizador11,194 min,Horror Movies,1997,4
filme103267,realizador19,58 min,Thrillers,1992,4
filme147676,realizador1,164 min,Stand-Up Comedy,1988,5
filme34721,realizador4,192 min,Anime Features,1985,5
filme34797,realizador8,199 min,Music & Musicals,1993,5
filme83249,realizador3,206 min,LGBTQ Movies,2010,4
filme141662,realizador5,118 min,Classic Movies,1989,5
filme89612,realizador8,190 min,Comedies,2022,1
filme149943,realizador13,200 min,Children & Family Movies,2022,2
filme87064,realizador15,138 min,Comedies,2017,1
filme143300,realizador18,181 min,Dramas,2023,5
filme66760,realizador3,173 min,Sports Movies,2007,4
filme124247,realizador12,137 min,Music & Musicals,1993,5
filme87781,realizador18,121 min,Thrillers,1962,5
filme16432,realizador3,49 min,Sports Movies,1960,4
filme104021,realizador10,171 min,Classic Movies,1960,4
filme109085,realizador9,125 min,LGBTQ Movies,2023,2
filme51296,realizador2,93 min,Stand-Up Comedy,2023,1
filme43076,realizador12,34 min,Horror Movies,1974,1
filme63989,realizador1,146 min,Sports Movies,2003,1
filme98746,realizador18,111 min,Sports Movies,2010,3
filme103460,realizador8,42 min,Music & Musicals,1995,2
filme83317,realizador3,139 min,LGBTQ Movies,2004,1
filme81008,realizador12,78 min,Dramas,2005,3
filme121111,realizador3,212 min,Romantic Movies,1961,2
filme8705,realizador9,174 min,Sci-Fi & Fantasy,2004,3
filme31804,realizador11,107 min,Stand-Up Comedy,2020,2
filme109497,realizador19,85 min,Anime Features,1994,2
filme34490,realizador19,223 min,Action & Adventure,1962,5
filme137334,realizador6,73 min,Documentaries,1993,2
filme32882,realizador19,80 min,Action & Adventure,1963,3
filme16480,realizador11,208 min,International Movies,2023,4
filme43348,realizador6,89 min,International Movies,1983,5
filme41406,realizador16,40 min,Anime Features,1972,3
filme42778,realizador4,189 min,Comedies,2022,2
filme107200,realizador8,41 min,Romantic Movies,1973,5
filme147817,realizador17,181 min,Comedies,1978,3
filme83964,realizador8,137 min,Horror Movies,1973,4
filme123975,realizador12,170 min,Stand-Up Comedy,2005,2
filme77778,realizador18,64 min,Music & Musicals,1991,5
filme42497,realizador17,156 min,Documentaries,1960,5
filme105170,realizador7,170 min,Children & Family Movies,1965,3
filme4732,realizador15,182 min,Cult Movies,1974,2
filme23833,realizador5,94 min,Movies,2010,4
filme16230,realizador14,127 min,LGBTQ Movies,1960,3
filme76993,realizador10,153 min,Movies,2014,3
filme93736,realizador1,221 min,Movies,2000,2
filme58249,realizador16,58 min,Comedies,1969,1
filme44789,realizador6,174 min,Romantic Movies,2004,4
filme83018,realizador17,39 min,Sports Movies,2021,5
filme69426,realizador15,232 min,Documentaries,1980,2
filme116371,realizador13,145 min,Sports Movies,1999,4
filme79201,realizador18,99 min,Thrillers,2010,1
filme60806,realizador12,110 min,Children & Family Movies,1985,4
filme107045,realizador11,96 min,Anime Features,1996,2
filme33572,realizador9,226 min,Classic Movies,2006,5
filme13615,realizador5,224 min,Independent Movies,2016,2
filme145194,realizador4,166 min,Independent Movies,2018,4
filme32376,realizador11,72 min,Documentaries,1969,1
filme89543,realizador11,192 min,Music & Musicals,1997,3
filme69795,realizador8,121 min,Stand-Up Comedy,2014,1
filme93292,realizador14,33 min,Movies,1991,2
filme7724,realizador1,211 min,Documentaries,1962,3
filme39695,realizador5,33 min,Anime Features,1960,4
filme24037,realizador3,158 min,Movies,2003,3
filme116468,realizador11,204 min,Classic Movies,1963,1
filme54074,realizador15,208 min,Romantic Movies,2006,2
filme38174,realizador16,198 min,Action & Adventure,1975,4
filme23712,realizador3,70 min,Romantic Movies,1975,2
filme52479,realizador1,115 min,Classic Movies,2023,5
filme108248,realizador17,175 min,Music & Musicals,1982,5
filme25012,realizador5,54 min,Cult Movies,1988,5
filme62042,realizador14,203 min,Thrillers,1985,1
filme62696,realizador16,51 min,Anime Features,1999,2
filme145035,realizador15,162 min,Dramas,1960,2
filme58690,realizador7,196 min,Comedies,2014,5
filme127528,realizador15,82 min,Cult Movies,1972,5
filme115473,realizador10,228 min,Documentaries,1979,1
filme69642,realizador6,140 min,Romantic Movies,1978,4
filme142565,realizador19,185 min,Music & Musicals,1966,2
filme82856,realizador16,130 min,Sports Movies,2010,1
filme5305,realizador2,224 min,Anime Features,2019,4
filme23948,realizador19,198 min,Comedies,2002,5
filme101440,realizador12,228 min,Stand-Up Comedy,1969,4
filme144851,realizador8,129 min,Classic Movies,1974,4
filme11049,realizador8,31 min,Sci-Fi & Fantasy,1960,2
filme105681,realizador15,135 min,Sports Movies,1973,2
filme117356,realizador12,118 min,Dramas,2019,2
filme85035,realizador15,152 min,Movies,2004,1
filme149737,realizador15,131 min,Dramas,1971,4
filme73250,realizador5,97 min,International Movies,1963,5
filme44147,realizador8,47 min,Action & Adventure,1995,4
filme19898,realizador5,117 min,Horror Movies,1976,3
filme62847,realizador18,116 min,Action & Adventure,1990,2
filme57617,realizador19,222 min,Classic Movies,1962,4
filme23005,realizador14,123 min,Romantic Movies,1960,1
filme83952,realizador17,209 min,Anime Features,2000,1
filme19233,realizador13,183 min,Children & Family Movies,2020,1
filme37592,realizador19,61 min,Music & Musicals,1985,2
filme51456,realizador2,96 min,Dramas,1982,3
filme41293,realizador19,174 min,Classic Movies,1987,4
filme63971,realizador10,54 min,Movies,1993,2
filme89633,realizador18,201 min,Documentaries,2012,2
filme34743,realizador14,127 min,Cult Movies,1986,2
filme129079,realizador13,135 min,Thrillers,1974,1
filme36185,realizador9,39 min,Movies,2017,3
filme142200,realizador14,226 min,Action & Adventure,1982,3
filme3644,realizador5,90 min,Children & Family Movies,1993,2
filme21278,realizador12,187 min,Documentaries,1987,4
filme51521,realizador14,239 min,Anime Features,2000,5
filme109544,realizador13,185 min,Anime Features,1979,3
filme79697,realizador3,128 min,Comedies,2004,1
filme52565,realizador16,165 min,Sports Movies,2000,1
filme54879,realizador1,77 min,Stand-Up Comedy,1984,4
filme14589,realizador10,136 min,Horror Movies,1971,3
filme115747,realizador7,194 min,Action & Adventure,2019,1
filme74247,realizador10,177 min,Independent Movies,1990,5
filme62209,realizador2,99 min,Sci-Fi & Fantasy,1973,4
filme86171,realizador2,204 min,Thrillers,2015,3
filme82679,realizador12,102 min,Cult Movies,1961,5
filme141571,realizador9,233 min,Independent Movies,2001,3
filme18759,realizador4,136 min,Action & Adventure,1972,2
filme137250,realizador15,192 min,Romantic Movies,1997,4
filme35743,realizador7,107 min,Horror Movies,1979,2
filme86593,realizador10,81 min,Documentaries,1968,5
filme98284,realizador11,66 min,Movies,1963,2
filme73727,realizador17,219 min,Comedies,1991,1
filme50680,realizador2,54 min,Children & Family Movies,1984,2
filme113134,realizador18,209 min,Anime Features,1964,2
filme16943,realizador2,172 min,Documentaries,1977,2
filme16601,realizador15,221 min,Documentaries,2006,5
filme117923,realizador19,231 min,International Movies,2002,1
filme149632,realizador15,112 min,Cult Movies,1988,2
filme2298,realizador5,213 min,Independent Movies,1969,3
filme20882,realizador2,197 min,Sports Movies,2014,2
filme45399,realizador11,65 min,Stand-Up Comedy,1963,3
filme5070,realizador16,179 min,Romantic Movies,1963,4
filme147976,realizador8,154 min,Movies,1982,2
filme112760,realizador5,71 min,Thrillers,1968,2
filme63495,realizador14,89 min,Stand-Up Comedy,1969,1
filme39141,realizador19,144 min,International Movies,1978,3
filme24660,realizador9,162 min,LGBTQ Movies,1995,1
filme26801,realizador12,125 min,Comedies,1996,1
filme146616,realizador5,103 min,Documentaries,1964,4
filme134744,realizador2,59 min,Movies,2001,4
filme15845,realizador10,94 min,Sci-Fi & Fantasy,2001,4
filme114533,realizador17,210 min,LGBTQ Movies,1989,4
filme124949,realizador17,43 min,International Movies,1962,4
filme127960,realizador13,151 min,Comedies,2004,2
filme148990,realizador7,137 min,Dramas,1962,3
filme47582,realizador5,82 min,Classic Movies,2023,3
filme57018,realizador17,179 min,Independent Movies,1972,1
filme119319,realizador15,136 min,Classic Movies,2017,3
filme28651,realizador16,163 min,Documentaries,1988,1
filme137188,realizador2,154 min,Independent Movies,1994,5
filme107092,realizador2,108 min,Thrillers,2014,1
filme102465,realizador5,181 min,Dramas,1979,4
filme13611,realizador16,161 min,Children & Family Movies,1972,4
filme32962,realizador3,44 min,Romantic Movies,1971,3
filme30889,realizador9,129 min,Action & Adventure,2015,1
filme21716,realizador10,185 min,Comedies,2023,3
filme121352,realizador8,219 min,LGBTQ Movies,2013,5
filme74572,realizador17,115 min,Thrillers,2011,3
filme37091,realizador12,51 min,Stand-Up Comedy,1991,5
filme2245,realizador7,199 min,Comedies,1962,1
filme93124,realizador3,126 min,LGBTQ Movies,1996,3
filme51294,realizador3,176 min,Sci-Fi & Fantasy,1973,3
filme82857,realizador15,66 min,Independent Movies,1993,3
filme51998,realizador6,128 min,Thrillers,1982,3
filme89483,realizador14,221 min,Cult Movies,1990,2
filme141309,realizador6,148 min,Music & Musicals,1971,5
filme38660,realizador13,94 min,LGBTQ Movies,1991,5
filme39386,realizador12,187 min,Independent Movies,2006,2
filme82500,realizador1,203 min,Thrillers,2018,1
filme89947,realizador2,149 min,Independent Movies,1968,4
filme44496,realizador3,105 min,International Movies,1990,4
filme4532,realizador16,107 min,Classic Movies,1989,3
filme113404,realizador11,70 min,Music & Musicals,1980,1
filme27783,realizador13,94 min,International Movies,2010,3
filme102601,realizador4,155 min,Action & Adventure,2019,1
filme149316,realizador17,221 min,Independent Movies,2013,2
filme25181,realizador1,64 min,LGBTQ Movies,2015,4
filme47714,realizador2,202 min,Classic Movies,1988,4
filme22248,realizador3,112 min,Stand-Up Comedy,2021,5
filme130075,realizador3,215 min,Children & Family Movies,1976,5
filme49716,realizador10,114 min,Music & Musicals,1986,2
filme67711,realizador2,44 min,International Movies,1984,5
filme86991,realizador8,199 min,Action & Adventure,2019,4
filme112633,realizador16,199 min,Independent Movies,2013,5
filme27257,realizador16,57 min,Cult Movies,2009,2
filme33501,realizador15,40 min,Action & Adventure,1965,1
filme138434,realizador6,95 min,International Movies,1985,1
filme31406,realizador5,63 min,Action & Adventure,1985,5
filme101788,realizador15,85 min,Romantic Movies,2022,3
filme73389,realizador9,42 min,Thrillers,2016,4
filme1676,realizador6,102 min,Horror Movies,1966,4
filme143513,realizador15,96 min,Independent Movies,2012,1
filme83660,realizador16,46 min,Documentaries,1973,4
filme148590,realizador12,97 min,Movies,1981,2
filme111843,realizador8,202 min,Sci-Fi & Fantasy,1971,3
filme69260,realizador15,231 min,Comedies,1969,2
filme11481,realizador15,215 min,Sci-Fi & Fantasy,2010,2
filme111428,realizador19,47 min,Dramas,2020,4
filme41015,realizador17,210 min,Comedies,1962,4
filme93501,realizador4,62 min,Stand-Up Comedy,2013,1
filme6398,realizador8,47 min,Independent Movies,2011,1
filme148136,realizador9,138 min,Stand-Up Comedy,1979,2
filme141075,realizador1,134 min,Comedies,1972,4
filme130353,realizador13,181 min,Dramas,2006,3
filme41577,realizador7,144 min,Action & Adventure,1991,3
filme91762,realizador12,127 min,LGBTQ Movies,2011,3
filme43654,realizador14,94 min,Action & Adventure,2021,3
filme9045,realizador19,173 min,Cult Movies,1988,3
filme48345,realizador9,84 min,Sports Movies,1960,1
filme146051,realizador5,153 min,Romantic Movies,1993,1
filme12588,realizador5,50 min,Thrillers,2001,1
filme48055,realizador6,127 min,Thrillers,2013,5
filme110045,realizador17,140 min,Romantic Movies,1994,5
filme31003,realizador4,43 min,Cult Movies,2018,3
filme54872,realizador18,135 min,Movies,1989,4
filme98109,realizador1,45 min,Sports Movies,1974,1
filme134023,realizador19,141 min,Sports Movies,1987,5
filme6550,realizador18,213 min,Romantic Movies,1982,5
filme52724,realizador1,70 min,Action & Adventure,1999,4
filme137857,realizador2,219 min,Independent Movies,1998,3
filme134598,realizador3,42 min,Cult Movies,1993,4
filme68342,realizador7,74 min,Music & Musicals,1991,4
filme91895,realizador5,214 min,Horror Movies,1985,3
filme25978,realizador1,71 min,Movies,1963,3
filme10014,realizador19,32 min,Dramas,1975,4
filme92220,realizador14,156 min,Action & Adventure,2020,4
filme74935,realizador7,122 min,Action & Adventure,1989,2
filme71483,realizador11,172 min,Music & Musicals,1963,2
filme120071,realizador17,232 min,Classic Movies,2018,3
filme16990,realizador3,160 min,International Movies,1977,1
filme90487,realizador6,87 min,Cult Movies,2023,2
filme16366,realizador10,198 min,Sci-Fi & Fantasy,1976,3
filme35310,realizador19,108 min,Horror Movies,2012,2
filme130175,realizador2,147 min,Comedies,1995,2
filme94794,realizador10,32 min,Cult Movies,1973,5
filme46167,realizador1,65 min,Movies,1989,1
filme99172,realizador13,178 min,Comedies,2022,3
filme33104,realizador8,64 min,Dramas,1963,3
filme12117,realizador10,74 min,Movies,1982,1
filme11955,realizador7,229 min,Stand-Up Comedy,1993,3
filme128287,realizador17,99 min,Anime Features,1989,2
filme109662,realizador17,49 min,Action & Adventure,1988,3
filme101313,realizador17,84 min,Independent Movies,1962,2
filme139143,realizador14,54 min,Thrillers,1974,3
filme90170,realizador1,68 min,Independent Movies,1980,2
filme95963,realizador12,85 min,Children & Family Movies,1991,3
filme42128,realizador2,163 min,Independent Movies,1980,1
filme14144,realizador3,91 min,Documentaries,1962,1
filme39020,realizador11,133 min,Stand-Up Comedy,1995,3
filme71235,realizador6,117 min,Independent Movies,2019,4
filme72214,realizador8,178 min,Music & Musicals,1971,2
filme131232,realizador15,76 min,Sports Movies,1977,4
filme97154,realizador5,154 min,Horror Movies,1961,4
filme85032,realizador11,127 min,Independent Movies,2006,2
filme129719,realizador11,173 min,Independent Movies,1977,5
filme26904,realizador4,204 min,Comedies,2013,1
filme81787,realizador3,195 min,Thrillers,2004,2
filme89558,realizador7,80 min,International Movies,1969,3
filme108716,realizador3,115 min,Documentaries,2006,3
filme63320,realizador5,43 min,Children & Family Movies,1963,4
filme15546,realizador12,202 min,Documentaries,2019,4
filme57102,realizador3,52 min,Music & Musicals,2017,3
filme69884,realizador4,231 min,Classic Movies,1983,2
filme45901,realizador11,36 min,Horror Movies,1993,4
filme107819,realizador16,57 min,Children & Family Movies,1967,4
filme124928,realizador19,190 min,Dramas,2023,3
filme73620,realizador7,231 min,Romantic Movies,1993,2
filme92846,realizador15,240 min,Dramas,1991,3
filme78508,realizador9,181 min,Music & Musicals,2019,3
filme74582,realizador13,70 min,Anime Features,1974,3
filme13371,realizador10,174 min,Sports Movies,1973,2
filme87686,realizador12,216 min,Classic Movies,2006,3
filme1155,realizador10,209 min,LGBTQ Movies,1982,1
filme56745,realizador10,62 min,Classic Movies,1990,3
filme28631,realizador13,168 min,Anime Features,1995,1
filme92842,realizador15,141 min,Thrillers,2018,5
filme123728,realizador1,70 min,Dramas,1985,2
filme89748,realizador4,200 min,LGBTQ Movies,1988,1
filme126809,realizador17,203 min,Independent Movies,2007,4
filme142531,realizador9,61 min,Stand-Up Comedy,2023,4
filme62516,realizador2,225 min,Classic Movies,1987,5
filme41318,realizador16,152 min,Comedies,1999,2
filme149319,realizador1,55 min,International Movies,1990,5
filme96433,realizador12,167 min,Sci-Fi & Fantasy,2007,3
filme46227,realizador3,85 min,International Movies,1968,4
filme111259,realizador14,187 min,Documentaries,2001,5
filme63649,realizador15,106 min,Cult Movies,2001,3
filme111934,realizador7,206 min,Movies,2000,3
filme88736,realizador1,130 min,International Movies,1965,3
filme12936,realizador2,201 min,Cult Movies,2015,4
filme62831,realizador15,38 min,Dramas,1965,3
filme3211,realizador3,105 min,Independent Movies,1973,3
filme48220,realizador15,190 min,Stand-Up Comedy,2010,5
filme61955,realizador13,96 min,Sports Movies,1976,2
filme22661,realizador6,140 min,Cult Movies,1987,5
filme26598,realizador11,214 min,Comedies,1993,4
filme46540,realizador2,45 min,Music & Musicals,2010,4
filme136432,realizador2,113 min,Sports Movies,1969,5
filme98598,realizador16,194 min,Sports Movies,1990,2
filme98162,realizador16,217 min,Movies,2021,5
filme117335,realizador1,136 min,LGBTQ Movies,2020,2
filme45070,realizador8,72 min,Documentaries,1960,1
filme104844,realizador15,164 min,Movies,1971,5
filme3642,realizador15,172 min,Stand-Up Comedy,1971,1
filme39463,realizador2,187 min,LGBTQ Movies,1969,5
filme3632,realizador6,230 min,International Movies,1975,3
filme7282,realizador9,65 min,Dramas,1986,3
filme76067,realizador12,71 min,Documentaries,2012,5
filme14033,realizador12,60 min,Dramas,1990,3
filme33119,realizador9,60 min,Romantic Movies,1980,1
filme50766,realizador5,151 min,Stand-Up Comedy,1980,4
filme61372,realizador6,86 min,Comedies,2012,1
filme86726,realizador14,164 min,Classic Movies,2020,5
filme50937,realizador16,95 min,Dramas,1982,1
filme53058,realizador2,123 min,Dramas,1961,4
filme49332,realizador3,203 min,Classic Movies,1969,3
filme26874,realizador10,235 min,Horror Movies,1989,1
filme33272,realizador13,118 min,Documentaries,1982,1
filme63338,realizador4,178 min,Cult Movies,1985,1
filme57561,realizador14,231 min,Romantic Movies,2011,4
filme108229,realizador10,78 min,Stand-Up Comedy,1978,5
filme6637,realizador4,172 min,Sci-Fi & Fantasy,2004,3
filme24910,realizador13,78 min,Thrillers,1966,4
filme80958,realizador17,93 min,Cult Movies,1969,5
filme23284,realizador2,186 min,Sports Movies,1980,2
filme19463,realizador13,188 min,Stand-Up Comedy,2018,5
filme6529,realizador17,159 min,Action & Adventure,1981,5
filme48273,realizador17,70 min,Horror Movies,1986,1
filme149410,realizador4,51 min,Anime Features,1966,2
filme82434,realizador6,234 min,Children & Family Movies,1972,2
filme143363,realizador16,165 min,Independent Movies,2016,5
filme77562,realizador17,42 min,LGBTQ Movies,1985,4
filme110004,realizador14,220 min,Anime Features,2022,2
filme128339,realizador19,141 min,Movies,1970,1
filme93455,realizador5,39 min,Documentaries,1994,2
filme148479,realizador15,65 min,Independent Movies,1983,4
filme15266,realizador5,231 min,Action & Adventure,1971,2
filme126191,realizador8,149 min,Movies,2013,5
filme16183,realizador19,208 min,Thrillers,1961,4
filme62462,realizador2,173 min,Sports Movies,2018,1
filme106424,realizador15,206 min,Classic Movies,2006,2
filme41530,realizador19,217 min,Sci-Fi & Fantasy,2021,3
filme93570,realizador17,128 min,Movies,1985,1
filme124634,realizador13,162 min,Documentaries,2004,4
filme75028,realizador10,225 min,Comedies,1962,1
filme124964,realizador4,44 min,Comedies,2005,3
filme1563,realizador6,63 min,LGBTQ Movies,2007,3
filme140445,realizador12,52 min,Classic Movies,1969,2
filme121942,realizador4,48 min,Romantic Movies,2014,2
filme139945,realizador1,153 min,Stand-Up Comedy,1973,2
filme68013,realizador4,104 min,Horror Movies,1960,3
filme40525,realizador9,39 min,Children & Family Movies,1973,4
filme36584,realizador16,165 min,Sci-Fi & Fantasy,1976,4
filme146700,realizador15,213 min,Action & Adventure,2010,5
filme11873,realizador3,235 min,Sports Movies,2016,3
filme44583,realizador18,32 min,Documentaries,1969,2
filme32801,realizador12,228 min,Sci-Fi & Fantasy,1999,4
filme135353,realizador3,120 min,Thrillers,2014,5
